engine,size,template,scheme,mode,query_id,repetition,time,status
tripleprov,10M,namedgraphs,T,00,1,0.02217,200
tripleprov,10M,namedgraphs,T,00,2,0.01862,200
tripleprov,10M,namedgraphs,T,00,3,0.018524,200
tripleprov,10M,namedgraphs,T,00,4,0.018415,200
tripleprov,10M,namedgraphs,T,00,5,0.018528,200
tripleprov,10M,namedgraphs,T,01,1,0.007509,200
tripleprov,10M,namedgraphs,T,01,2,0.005859,200
tripleprov,10M,namedgraphs,T,01,3,0.005728,200
tripleprov,10M,namedgraphs,T,01,4,0.00573,200
tripleprov,10M,namedgraphs,T,01,5,0.005766,200
tripleprov,10M,namedgraphs,T,02,1,0.010251,200
tripleprov,10M,namedgraphs,T,02,2,0.008461,200
tripleprov,10M,namedgraphs,T,02,3,0.008086,200
tripleprov,10M,namedgraphs,T,02,4,0.00805,200
tripleprov,10M,namedgraphs,T,02,5,0.008061,200
tripleprov,10M,namedgraphs,T,03,1,0.01234,200
tripleprov,10M,namedgraphs,T,03,2,0.010337,200
tripleprov,10M,namedgraphs,T,03,3,0.009799,200
tripleprov,10M,namedgraphs,T,03,4,0.009757,200
tripleprov,10M,namedgraphs,T,03,5,0.009766,200
tripleprov,10M,namedgraphs,T,04,1,0.018353,200
tripleprov,10M,namedgraphs,T,04,2,0.015722,200
tripleprov,10M,namedgraphs,T,04,3,0.015321,200
tripleprov,10M,namedgraphs,T,04,4,0.015342,200
tripleprov,10M,namedgraphs,T,04,5,0.015305,200
tripleprov,10M,namedgraphs,T,05,1,0.003985,200
tripleprov,10M,namedgraphs,T,05,2,0.003045,200
tripleprov,10M,namedgraphs,T,05,3,0.003005,200
tripleprov,10M,namedgraphs,T,05,4,0.003016,200
tripleprov,10M,namedgraphs,T,05,5,0.00301,200
tripleprov,10M,namedgraphs,T,06,1,0.001083,200
tripleprov,10M,namedgraphs,T,06,2,0.000769,200
tripleprov,10M,namedgraphs,T,06,3,0.000757,200
tripleprov,10M,namedgraphs,T,06,4,0.000757,200
tripleprov,10M,namedgraphs,T,06,5,0.000761,200
tripleprov,10M,namedgraphs,T,07,1,0.01938,200
tripleprov,10M,namedgraphs,T,07,2,0.017171,200
tripleprov,10M,namedgraphs,T,07,3,0.016964,200
tripleprov,10M,namedgraphs,T,07,4,0.016949,200
tripleprov,10M,namedgraphs,T,07,5,0.016964,200
tripleprov,10M,namedgraphs,T,08,1,0.004589,200
tripleprov,10M,namedgraphs,T,08,2,0.003648,200
tripleprov,10M,namedgraphs,T,08,3,0.003615,200
tripleprov,10M,namedgraphs,T,08,4,0.003602,200
tripleprov,10M,namedgraphs,T,08,5,0.003653,200
tripleprov,10M,namedgraphs,T,09,1,0.001016,200
tripleprov,10M,namedgraphs,T,09,2,0.000716,200
tripleprov,10M,namedgraphs,T,09,3,0.000725,200
tripleprov,10M,namedgraphs,T,09,4,0.000709,200
tripleprov,10M,namedgraphs,T,09,5,0.000709,200
