engine,size,template,scheme,mode,query_id,repetition,time,status
tripleprov,100M,namedgraphs,T,00,1,0.366278,200
tripleprov,100M,namedgraphs,T,00,2,0.279848,200
tripleprov,100M,namedgraphs,T,00,3,0.275971,200
tripleprov,100M,namedgraphs,T,00,4,0.276013,200
tripleprov,100M,namedgraphs,T,00,5,0.27653,200
tripleprov,100M,namedgraphs,T,01,1,0.377338,200
tripleprov,100M,namedgraphs,T,01,2,0.291734,200
tripleprov,100M,namedgraphs,T,01,3,0.28743,200
tripleprov,100M,namedgraphs,T,01,4,0.291179,200
tripleprov,100M,namedgraphs,T,01,5,0.289637,200
tripleprov,100M,namedgraphs,T,02,1,0.313843,200
tripleprov,100M,namedgraphs,T,02,2,0.243028,200
tripleprov,100M,namedgraphs,T,02,3,0.243465,200
tripleprov,100M,namedgraphs,T,02,4,0.248281,200
tripleprov,100M,namedgraphs,T,02,5,0.24495,200
tripleprov,100M,namedgraphs,T,03,1,0.626751,200
tripleprov,100M,namedgraphs,T,03,2,0.494458,200
tripleprov,100M,namedgraphs,T,03,3,0.499112,200
tripleprov,100M,namedgraphs,T,03,4,0.493857,200
tripleprov,100M,namedgraphs,T,03,5,0.494563,200
tripleprov,100M,namedgraphs,T,04,1,1.011,200
tripleprov,100M,namedgraphs,T,04,2,0.837153,200
tripleprov,100M,namedgraphs,T,04,3,0.831863,200
tripleprov,100M,namedgraphs,T,04,4,0.826486,200
tripleprov,100M,namedgraphs,T,04,5,0.830921,200
tripleprov,100M,namedgraphs,T,05,1,0.368932,200
tripleprov,100M,namedgraphs,T,05,2,0.316202,200
tripleprov,100M,namedgraphs,T,05,3,0.311645,200
tripleprov,100M,namedgraphs,T,05,4,0.313023,200
tripleprov,100M,namedgraphs,T,05,5,0.314602,200
tripleprov,100M,namedgraphs,T,06,1,1.6156,200
tripleprov,100M,namedgraphs,T,06,2,1.37887,200
tripleprov,100M,namedgraphs,T,06,3,1.36974,200
tripleprov,100M,namedgraphs,T,06,4,1.37744,200
tripleprov,100M,namedgraphs,T,06,5,1.35578,200
tripleprov,100M,namedgraphs,T,07,1,1.27736,200
tripleprov,100M,namedgraphs,T,07,2,1.1205,200
tripleprov,100M,namedgraphs,T,07,3,1.11956,200
tripleprov,100M,namedgraphs,T,07,4,1.11992,200
tripleprov,100M,namedgraphs,T,07,5,1.12051,200
tripleprov,100M,namedgraphs,T,08,1,0.505583,200
tripleprov,100M,namedgraphs,T,08,2,0.451397,200
tripleprov,100M,namedgraphs,T,08,3,0.454795,200
tripleprov,100M,namedgraphs,T,08,4,0.451047,200
tripleprov,100M,namedgraphs,T,08,5,0.451332,200
tripleprov,100M,namedgraphs,T,09,1,0.593271,200
tripleprov,100M,namedgraphs,T,09,2,0.529488,200
tripleprov,100M,namedgraphs,T,09,3,0.533912,200
tripleprov,100M,namedgraphs,T,09,4,0.533127,200
tripleprov,100M,namedgraphs,T,09,5,0.530179,200
