engine,size,template,scheme,mode,query_id,repetition,time,status
tripleprov,10M,namedgraphs,T,00,1,0.040303,200
tripleprov,10M,namedgraphs,T,00,2,0.032155,200
tripleprov,10M,namedgraphs,T,00,3,0.032449,200
tripleprov,10M,namedgraphs,T,00,4,0.032482,200
tripleprov,10M,namedgraphs,T,00,5,0.032519,200
tripleprov,10M,namedgraphs,T,01,1,0.030337,200
tripleprov,10M,namedgraphs,T,01,2,0.023745,200
tripleprov,10M,namedgraphs,T,01,3,0.024026,200
tripleprov,10M,namedgraphs,T,01,4,0.024046,200
tripleprov,10M,namedgraphs,T,01,5,0.024049,200
